trans_num,trans_date,category,amt,offer_id,expiration_date,response
455,2013-09-13,kids_pets,62.56,NUL,NUL,NUL
456,2013-09-13,food_dining,40.71,NUL,NUL,NUL
457,2013-09-14,personal_care,13.16,NUL,NUL,NUL
458,2013-09-14,health_fitness,0.45,NUL,NUL,NUL
459,2013-09-14,gas_transport,64.73,NUL,NUL,NUL
460,2013-09-14,misc_pos,374.52,NUL,NUL,NUL
461,2013-09-15,grocery_net,25.72,NUL,NUL,NUL
462,2013-09-15,gas_transport,38.17,NUL,NUL,NUL
463,2013-09-15,misc_net,103.47,NUL,NUL,NUL
464,2013-09-15,health_fitness,79.99,NUL,NUL,NUL
465,2013-09-15,gas_transport,38.66,NUL,NUL,NUL
466,2013-09-16,pharmacy,27.01,NUL,NUL,NUL
467,2013-09-16,misc_net,0.67,NUL,NUL,NUL
468,2013-09-16,misc_pos,0.69,NUL,NUL,NUL
469,2013-09-16,health_fitness,26.01,NUL,NUL,NUL
470,2013-09-17,grocery_net,55.93,NUL,NUL,NUL
471,2013-09-19,grocery_pos,18.88,NUL,NUL,NUL
472,2013-09-20,misc_pos,1.43,NUL,NUL,NUL
473,2013-09-20,utilities,72.63,NUL,NUL,NUL
474,2013-09-21,pharmacy,14.76,NUL,NUL,NUL
475,2013-09-21,shopping_pos,333.63,NUL,NUL,NUL
476,2013-09-21,gas_transport,65.6,NUL,NUL,NUL
477,2013-09-21,misc_pos,205.33,NUL,NUL,NUL
478,2013-09-21,gas_transport,46.46,NUL,NUL,NUL
479,2013-09-21,health_fitness,37.39,NUL,NUL,NUL
480,2013-09-21,personal_care,1.29,NUL,NUL,NUL
481,2013-09-22,gas_transport,62.29,NUL,NUL,NUL
482,2013-09-22,utilities,49.79,NUL,NUL,NUL
483,2013-09-22,personal_care,22.48,NUL,NUL,NUL
484,2013-09-26,health_fitness,57.75,NUL,NUL,NUL
485,2013-09-28,misc_pos,1.69,NUL,NUL,NUL
486,2013-09-28,grocery_net,35.88,NUL,NUL,NUL
487,2013-09-28,shopping_pos,13.36,NUL,NUL,NUL
488,2013-09-28,pharmacy,22.36,NUL,NUL,NUL
489,2013-09-29,gas_transport,36.54,NUL,NUL,NUL
490,2013-09-29,utilities,52.45,NUL,NUL,NUL
491,2013-09-29,grocery_pos,58.07,NUL,NUL,NUL
492,2013-09-30,shopping_pos,24.11,NUL,NUL,NUL
493,2013-10-01,gas_transport,60.35,NUL,NUL,NUL
494,2013-10-01,food_dining,0.72,NUL,NUL,NUL
495,2013-10-02,grocery_net,77.45,NUL,NUL,NUL
496,2013-10-02,health_fitness,17.38,NUL,NUL,NUL
497,2013-10-03,personal_care,0.98,NUL,NUL,NUL
498,2013-10-04,gas_transport,65.36,NUL,NUL,NUL
499,2013-10-04,food_dining,2.48,NUL,NUL,NUL
500,2013-10-04,utilities,33.43,NUL,NUL,NUL
501,2013-10-04,health_fitness,152.91,NUL,NUL,NUL
502,2013-10-05,gas_transport,71.25,NUL,NUL,NUL
503,2013-10-07,food_dining,146.6,NUL,NUL,NUL
504,2013-10-10,misc_net,8.47,NUL,NUL,NUL
505,2013-10-10,grocery_pos,68.55,NUL,NUL,NUL
506,2013-10-11,grocery_pos,93.98,NUL,NUL,NUL
507,2013-10-11,personal_care,156.69,NUL,NUL,NUL
508,2013-10-12,food_dining,1.67,NUL,NUL,NUL
509,2013-10-12,shopping_pos,64.06,1.0,2013-10-19,1.0
510,2013-10-12,shopping_net,1204.06,NUL,NUL,NUL
511,2013-10-12,gas_transport,79.81,NUL,NUL,NUL
512,2013-10-13,utilities,45.67,NUL,NUL,NUL
513,2013-10-13,shopping_net,168.26,NUL,NUL,NUL
514,2013-10-14,personal_care,256.4,NUL,NUL,NUL
515,2013-10-15,health_fitness,0.74,NUL,NUL,NUL
516,2013-10-16,health_fitness,87.1,NUL,NUL,NUL
517,2013-10-17,shopping_net,134.84,NUL,NUL,NUL
518,2013-10-19,travel,49.31,NUL,NUL,NUL
519,2013-10-19,pharmacy,1.28,NUL,NUL,NUL
520,2013-10-19,utilities,42.3,NUL,NUL,NUL
521,2013-10-21,misc_net,0.82,NUL,NUL,NUL
522,2013-10-22,pharmacy,3.06,NUL,NUL,NUL
523,2013-10-23,utilities,11.56,NUL,NUL,NUL
524,2013-10-24,food_dining,2.04,NUL,NUL,NUL
525,2013-10-25,personal_care,0.69,NUL,NUL,NUL
526,2013-10-25,kids_pets,69.19,NUL,NUL,NUL
527,2013-10-25,gas_transport,88.61,NUL,NUL,NUL
528,2013-10-25,utilities,46.91,NUL,NUL,NUL
529,2013-10-26,grocery_pos,30.24,NUL,NUL,NUL
530,2013-10-26,misc_pos,192.59,NUL,NUL,NUL
531,2013-10-26,health_fitness,24.63,NUL,NUL,NUL
532,2013-10-27,entertainment,10.38,NUL,NUL,NUL
533,2013-10-27,gas_transport,55.63,NUL,NUL,NUL
534,2013-10-27,grocery_net,22.95,NUL,NUL,NUL
535,2013-10-30,gas_transport,53.01,NUL,NUL,NUL
536,2013-10-31,personal_care,0.53,NUL,NUL,NUL
537,2013-10-31,shopping_net,0.77,NUL,NUL,NUL
538,2013-11-01,shopping_net,0.25,NUL,NUL,NUL
539,2013-11-01,gas_transport,81.71,NUL,NUL,NUL
540,2013-11-02,personal_care,5.66,NUL,NUL,NUL
541,2013-11-02,travel,362.88,NUL,NUL,NUL
542,2013-11-02,kids_pets,99.24,NUL,NUL,NUL
543,2013-11-02,misc_pos,0.69,NUL,NUL,NUL
544,2013-11-02,misc_net,22.24,NUL,NUL,NUL
545,2013-11-02,misc_net,285.33,NUL,NUL,NUL
546,2013-11-03,shopping_pos,239.77,1.0,2013-11-10,1.0
547,2013-11-04,personal_care,4.15,NUL,NUL,NUL
548,2013-11-05,kids_pets,29.33,NUL,NUL,NUL
549,2013-11-06,shopping_net,136.87,NUL,NUL,NUL
550,2013-11-07,shopping_net,2849.64,NUL,NUL,NUL
551,2013-11-09,gas_transport,63.77,NUL,NUL,NUL
552,2013-11-09,shopping_net,119.46,NUL,NUL,NUL
553,2013-11-09,shopping_pos,330.24,NUL,NUL,NUL
554,2013-11-09,food_dining,3.86,NUL,NUL,NUL
555,2013-11-10,gas_transport,51.53,NUL,NUL,NUL
556,2013-11-13,personal_care,0.66,NUL,NUL,NUL
557,2013-11-15,utilities,55.01,NUL,NUL,NUL
558,2013-11-15,shopping_net,0.52,NUL,NUL,NUL
559,2013-11-15,health_fitness,77.97,NUL,NUL,NUL
560,2013-11-16,shopping_pos,0.81,NUL,NUL,NUL
561,2013-11-16,home,30.7,NUL,NUL,NUL
562,2013-11-16,pharmacy,17.42,NUL,NUL,NUL
563,2013-11-16,health_fitness,55.2,NUL,NUL,NUL
564,2013-11-19,shopping_pos,1.48,NUL,NUL,NUL
565,2013-11-19,health_fitness,7.61,NUL,NUL,NUL
566,2013-11-21,gas_transport,67.42,NUL,NUL,NUL
567,2013-11-22,health_fitness,25.26,NUL,NUL,NUL
568,2013-11-22,food_dining,1.86,NUL,NUL,NUL
569,2013-11-23,health_fitness,26.98,NUL,NUL,NUL
570,2013-11-24,grocery_pos,20.76,NUL,NUL,NUL
571,2013-11-25,kids_pets,17.27,NUL,NUL,NUL
572,2013-11-26,personal_care,1.85,NUL,NUL,NUL
573,2013-11-27,food_dining,12.93,NUL,NUL,NUL
574,2013-11-28,food_dining,206.02,NUL,NUL,NUL
575,2013-11-28,entertainment,14.53,NUL,NUL,NUL
576,2013-11-28,entertainment,12.74,NUL,NUL,NUL
577,2013-11-29,gas_transport,65.67,NUL,NUL,NUL
578,2013-11-29,food_dining,9.55,NUL,NUL,NUL
579,2013-11-29,shopping_pos,6661.11,3.0,2013-12-06,1.0
580,2013-11-29,entertainment,194.63,NUL,NUL,NUL
581,2013-11-29,utilities,87.34,NUL,NUL,NUL
582,2013-11-30,travel,210.1,NUL,NUL,NUL
583,2013-11-30,shopping_net,1712.62,NUL,NUL,NUL
584,2013-11-30,personal_care,40.14,NUL,NUL,NUL
585,2013-11-30,shopping_net,168.52,NUL,NUL,NUL
586,2013-11-30,shopping_net,247.12,NUL,NUL,NUL
587,2013-11-30,utilities,74.42,NUL,NUL,NUL
588,2013-12-01,shopping_net,110.5,NUL,NUL,NUL
589,2013-12-01,utilities,81.24,NUL,NUL,NUL
590,2013-12-01,grocery_pos,21.56,NUL,NUL,NUL
591,2013-12-01,shopping_pos,3.83,NUL,NUL,NUL
592,2013-12-01,food_dining,0.38,NUL,NUL,NUL
593,2013-12-01,food_dining,45.45,NUL,NUL,NUL
594,2013-12-01,misc_net,64.61,NUL,NUL,NUL
595,2013-12-02,misc_net,2.4,NUL,NUL,NUL
596,2013-12-03,entertainment,2.2,NUL,NUL,NUL
597,2013-12-03,misc_net,1.99,NUL,NUL,NUL
598,2013-12-05,entertainment,11.71,NUL,NUL,NUL
599,2013-12-06,health_fitness,59.56,NUL,NUL,NUL
600,2013-12-06,utilities,54.78,NUL,NUL,NUL
601,2013-12-06,health_fitness,0.34,NUL,NUL,NUL
602,2013-12-06,shopping_pos,1.0,NUL,NUL,NUL
603,2013-12-06,misc_net,2.66,NUL,NUL,NUL
604,2013-12-06,entertainment,52.74,NUL,NUL,NUL
605,2013-12-06,shopping_net,98.57,NUL,NUL,NUL
606,2013-12-06,pharmacy,31.95,NUL,NUL,NUL
607,2013-12-06,personal_care,3.66,NUL,NUL,NUL
608,2013-12-06,shopping_pos,5370.58,2.0,2013-12-13,1.0
609,2013-12-07,shopping_net,540.47,NUL,NUL,NUL
610,2013-12-07,health_fitness,1.19,NUL,NUL,NUL
611,2013-12-07,gas_transport,70.74,NUL,NUL,NUL
612,2013-12-07,food_dining,0.26,NUL,NUL,NUL
613,2013-12-08,pharmacy,3.63,NUL,NUL,NUL
614,2013-12-08,food_dining,21.83,NUL,NUL,NUL
615,2013-12-08,utilities,27.17,NUL,NUL,NUL
616,2013-12-09,entertainment,55.64,NUL,NUL,NUL
617,2013-12-09,misc_pos,179.59,NUL,NUL,NUL
618,2013-12-09,shopping_pos,2153.1,NUL,NUL,NUL
619,2013-12-09,grocery_pos,60.41,NUL,NUL,NUL
620,2013-12-09,shopping_net,2.07,NUL,NUL,NUL
621,2013-12-10,home,28.88,NUL,NUL,NUL
622,2013-12-10,personal_care,1.1,NUL,NUL,NUL
623,2013-12-10,grocery_pos,22.58,NUL,NUL,NUL
624,2013-12-10,kids_pets,23.32,NUL,NUL,NUL
625,2013-12-11,shopping_net,781.2,NUL,NUL,NUL
626,2013-12-11,pharmacy,24.3,NUL,NUL,NUL
627,2013-12-11,shopping_net,350.68,NUL,NUL,NUL
628,2013-12-12,utilities,56.25,NUL,NUL,NUL
629,2013-12-13,shopping_net,3.25,NUL,NUL,NUL
630,2013-12-13,health_fitness,65.6,NUL,NUL,NUL
631,2013-12-13,pharmacy,4.86,NUL,NUL,NUL
632,2013-12-13,shopping_pos,906.76,1.0,2013-12-20,1.0
633,2013-12-13,shopping_net,885.05,NUL,NUL,NUL
634,2013-12-14,misc_net,14.29,NUL,NUL,NUL
635,2013-12-14,shopping_net,131.86,NUL,NUL,NUL
636,2013-12-14,utilities,99.42,NUL,NUL,NUL
637,2013-12-14,pharmacy,5.77,NUL,NUL,NUL
638,2013-12-14,food_dining,0.49,NUL,NUL,NUL
639,2013-12-14,pharmacy,4.64,NUL,NUL,NUL
640,2013-12-14,personal_care,1.14,NUL,NUL,NUL
641,2013-12-14,kids_pets,20.63,NUL,NUL,NUL
642,2013-12-14,misc_pos,34.47,NUL,NUL,NUL
643,2013-12-14,grocery_pos,77.47,NUL,NUL,NUL
644,2013-12-14,shopping_net,502.8,NUL,NUL,NUL
645,2013-12-15,utilities,38.24,NUL,NUL,NUL
646,2013-12-15,gas_transport,33.21,NUL,NUL,NUL
647,2013-12-15,grocery_net,47.18,NUL,NUL,NUL
648,2013-12-16,personal_care,23.75,NUL,NUL,NUL
649,2013-12-17,entertainment,19.15,NUL,NUL,NUL
650,2013-12-17,entertainment,163.88,NUL,NUL,NUL
651,2013-12-18,kids_pets,24.08,NUL,NUL,NUL
652,2013-12-18,gas_transport,26.31,NUL,NUL,NUL
653,2013-12-19,health_fitness,3.54,NUL,NUL,NUL
654,2013-12-20,shopping_pos,0.5,NUL,NUL,NUL
655,2013-12-20,pharmacy,2.79,NUL,NUL,NUL
656,2013-12-20,entertainment,1.81,NUL,NUL,NUL
657,2013-12-21,shopping_pos,561.6,3.0,2013-12-28,1.0
658,2013-12-21,misc_pos,410.68,NUL,NUL,NUL
659,2013-12-21,grocery_net,45.37,NUL,NUL,NUL
660,2013-12-21,shopping_net,1314.66,NUL,NUL,NUL
661,2013-12-21,kids_pets,44.0,NUL,NUL,NUL
662,2013-12-21,kids_pets,70.18,NUL,NUL,NUL
663,2013-12-22,health_fitness,94.66,NUL,NUL,NUL
664,2013-12-22,shopping_pos,225.85,NUL,NUL,NUL
665,2013-12-22,grocery_net,6.29,NUL,NUL,NUL
666,2013-12-22,personal_care,60.05,NUL,NUL,NUL
667,2013-12-22,shopping_net,322.71,NUL,NUL,NUL
668,2013-12-23,misc_pos,252.02,NUL,NUL,NUL
669,2013-12-23,misc_net,155.16,NUL,NUL,NUL
670,2013-12-23,pharmacy,18.85,NUL,NUL,NUL
671,2013-12-23,misc_pos,98.89,NUL,NUL,NUL
672,2013-12-24,shopping_net,345.19,NUL,NUL,NUL
673,2013-12-26,entertainment,8.04,NUL,NUL,NUL
674,2013-12-27,shopping_net,657.72,NUL,NUL,NUL
675,2013-12-27,shopping_pos,6.38,NUL,NUL,NUL
676,2013-12-27,shopping_net,257.77,NUL,NUL,NUL
677,2013-12-27,misc_pos,2.76,NUL,NUL,NUL
678,2013-12-28,entertainment,13.76,NUL,NUL,NUL
679,2013-12-28,kids_pets,0.51,NUL,NUL,NUL
680,2013-12-28,home,17.17,NUL,NUL,NUL
681,2013-12-28,utilities,77.5,NUL,NUL,NUL
682,2013-12-28,gas_transport,65.93,NUL,NUL,NUL
683,2013-12-28,utilities,56.73,NUL,NUL,NUL
684,2013-12-28,shopping_pos,563.88,NUL,NUL,NUL
685,2013-12-29,travel,2664.88,NUL,NUL,NUL
686,2013-12-29,food_dining,0.33,NUL,NUL,NUL
687,2013-12-29,health_fitness,39.81,NUL,NUL,NUL
688,2013-12-31,utilities,65.7,NUL,NUL,NUL
689,2013-12-31,grocery_pos,19.08,NUL,NUL,NUL
690,2014-01-01,food_dining,8.44,NUL,NUL,NUL
691,2014-01-02,kids_pets,58.03,NUL,NUL,NUL
692,2014-01-04,home,229.77,NUL,NUL,NUL
693,2014-01-04,entertainment,45.36,NUL,NUL,NUL
694,2014-01-05,pharmacy,0.84,NUL,NUL,NUL
695,2014-01-06,misc_net,22.64,NUL,NUL,NUL
696,2014-01-08,personal_care,10.4,NUL,NUL,NUL
697,2014-01-08,shopping_net,33.84,NUL,NUL,NUL
698,2014-01-10,home,6.07,NUL,NUL,NUL
699,2014-01-11,kids_pets,77.47,NUL,NUL,NUL
700,2014-01-12,utilities,34.15,NUL,NUL,NUL
701,2014-01-13,gas_transport,38.62,NUL,NUL,NUL
702,2014-01-14,shopping_net,1.14,NUL,NUL,NUL
703,2014-01-15,misc_net,225.51,NUL,NUL,NUL
704,2014-01-15,shopping_pos,8.18,NUL,NUL,NUL
705,2014-01-16,travel,4.25,NUL,NUL,NUL
706,2014-01-17,gas_transport,49.27,NUL,NUL,NUL
707,2014-01-17,personal_care,66.66,NUL,NUL,NUL
708,2014-01-17,misc_pos,163.72,NUL,NUL,NUL
709,2014-01-18,shopping_pos,685.94,NUL,NUL,NUL
710,2014-01-19,entertainment,4.56,NUL,NUL,NUL
711,2014-01-19,grocery_pos,35.01,NUL,NUL,NUL
712,2014-01-21,travel,118.23,NUL,NUL,NUL
713,2014-01-23,health_fitness,6.93,NUL,NUL,NUL
714,2014-01-24,grocery_pos,38.93,NUL,NUL,NUL
715,2014-01-24,food_dining,9.83,NUL,NUL,NUL
716,2014-01-24,health_fitness,19.06,NUL,NUL,NUL
717,2014-01-24,shopping_net,193.97,NUL,NUL,NUL
718,2014-01-24,shopping_net,157.03,NUL,NUL,NUL
719,2014-01-24,entertainment,101.09,NUL,NUL,NUL
720,2014-01-25,personal_care,369.65,NUL,NUL,NUL
721,2014-01-25,utilities,66.51,NUL,NUL,NUL
722,2014-01-26,health_fitness,102.81,NUL,NUL,NUL
723,2014-01-26,misc_net,24.62,NUL,NUL,NUL
724,2014-01-27,utilities,40.32,NUL,NUL,NUL
725,2014-01-27,gas_transport,65.34,NUL,NUL,NUL
726,2014-01-30,entertainment,1.41,NUL,NUL,NUL
727,2014-01-30,utilities,69.72,NUL,NUL,NUL
728,2014-01-31,travel,11770.53,NUL,NUL,NUL
729,2014-01-31,misc_net,1.24,NUL,NUL,NUL
730,2014-02-01,utilities,76.82,NUL,NUL,NUL
731,2014-02-01,shopping_net,5637.95,NUL,NUL,NUL
732,2014-02-01,grocery_pos,117.21,NUL,NUL,NUL
733,2014-02-02,entertainment,31.03,NUL,NUL,NUL
734,2014-02-04,misc_net,1.78,NUL,NUL,NUL
735,2014-02-05,shopping_pos,0.5,NUL,NUL,NUL
736,2014-02-05,shopping_pos,42.38,3.0,2014-02-12,1.0
737,2014-02-07,entertainment,33.01,NUL,NUL,NUL
738,2014-02-07,misc_pos,23.65,NUL,NUL,NUL
739,2014-02-08,misc_pos,9.62,NUL,NUL,NUL
740,2014-02-08,misc_net,5.4,NUL,NUL,NUL
741,2014-02-08,shopping_net,109.97,NUL,NUL,NUL
742,2014-02-08,shopping_net,2438.92,NUL,NUL,NUL
743,2014-02-08,food_dining,2.95,NUL,NUL,NUL
744,2014-02-08,utilities,71.45,NUL,NUL,NUL
745,2014-02-09,misc_pos,3.56,NUL,NUL,NUL
746,2014-02-09,gas_transport,76.49,NUL,NUL,NUL
747,2014-02-09,gas_transport,43.05,NUL,NUL,NUL
748,2014-02-14,grocery_pos,74.48,NUL,NUL,NUL
749,2014-02-14,shopping_pos,0.63,NUL,NUL,NUL
750,2014-02-16,misc_net,398.32,NUL,NUL,NUL
751,2014-02-17,food_dining,40.95,NUL,NUL,NUL
752,2014-02-17,kids_pets,55.09,NUL,NUL,NUL
753,2014-02-18,health_fitness,48.17,NUL,NUL,NUL
754,2014-02-19,personal_care,0.42,NUL,NUL,NUL
755,2014-02-21,travel,0.29,NUL,NUL,NUL
756,2014-02-21,health_fitness,10.11,NUL,NUL,NUL
757,2014-02-21,entertainment,12.45,NUL,NUL,NUL
758,2014-02-22,shopping_net,49.35,NUL,NUL,NUL
759,2014-02-22,misc_pos,29.38,NUL,NUL,NUL
760,2014-02-22,misc_net,250.34,NUL,NUL,NUL
761,2014-02-22,misc_net,0.35,NUL,NUL,NUL
762,2014-02-25,entertainment,3.81,NUL,NUL,NUL
763,2014-02-25,pharmacy,26.57,NUL,NUL,NUL
764,2014-02-27,utilities,45.24,NUL,NUL,NUL
765,2014-02-28,gas_transport,53.14,NUL,NUL,NUL
766,2014-03-01,kids_pets,15.44,NUL,NUL,NUL
767,2014-03-01,health_fitness,38.85,NUL,NUL,NUL
768,2014-03-01,grocery_net,12.2,NUL,NUL,NUL
769,2014-03-01,shopping_net,5.05,NUL,NUL,NUL
770,2014-03-02,personal_care,22.85,NUL,NUL,NUL
771,2014-03-02,pharmacy,5.2,NUL,NUL,NUL
772,2014-03-02,travel,0.89,NUL,NUL,NUL
773,2014-03-02,misc_net,19.84,NUL,NUL,NUL
774,2014-03-02,personal_care,82.88,NUL,NUL,NUL
775,2014-03-03,grocery_pos,32.95,NUL,NUL,NUL
776,2014-03-04,shopping_pos,18.57,NUL,NUL,NUL
777,2014-03-05,gas_transport,68.36,NUL,NUL,NUL
778,2014-03-05,personal_care,3.57,NUL,NUL,NUL
779,2014-03-07,personal_care,60.22,NUL,NUL,NUL
780,2014-03-07,gas_transport,44.96,NUL,NUL,NUL
781,2014-03-07,kids_pets,77.52,NUL,NUL,NUL
782,2014-03-08,utilities,93.26,NUL,NUL,NUL
783,2014-03-08,home,15.19,NUL,NUL,NUL
784,2014-03-08,shopping_pos,271.14,NUL,NUL,NUL
785,2014-03-08,entertainment,12.47,NUL,NUL,NUL
786,2014-03-09,kids_pets,47.9,NUL,NUL,NUL
787,2014-03-10,home,11.98,NUL,NUL,NUL
788,2014-03-12,shopping_pos,7.93,NUL,NUL,NUL
789,2014-03-13,misc_net,0.53,NUL,NUL,NUL
790,2014-03-15,grocery_pos,71.84,NUL,NUL,NUL
791,2014-03-15,kids_pets,7.81,NUL,NUL,NUL
792,2014-03-15,health_fitness,1.39,NUL,NUL,NUL
793,2014-03-15,kids_pets,60.61,NUL,NUL,NUL
794,2014-03-16,home,7.26,NUL,NUL,NUL
795,2014-03-18,misc_pos,8.3,NUL,NUL,NUL
796,2014-03-19,pharmacy,7.35,NUL,NUL,NUL
797,2014-03-21,personal_care,9.59,NUL,NUL,NUL
798,2014-03-21,misc_net,12.59,NUL,NUL,NUL
799,2014-03-21,shopping_pos,1.31,NUL,NUL,NUL
800,2014-03-21,health_fitness,19.54,NUL,NUL,NUL
801,2014-03-22,shopping_net,1211.65,NUL,NUL,NUL
802,2014-03-22,health_fitness,3.5,NUL,NUL,NUL
803,2014-03-22,grocery_pos,29.6,NUL,NUL,NUL
804,2014-03-23,misc_net,1.68,NUL,NUL,NUL
805,2014-03-23,shopping_pos,4198.91,NUL,NUL,NUL
806,2014-03-23,pharmacy,17.07,NUL,NUL,NUL
807,2014-03-24,misc_pos,11.11,NUL,NUL,NUL
808,2014-03-24,grocery_pos,33.25,NUL,NUL,NUL
809,2014-03-25,misc_pos,2.35,NUL,NUL,NUL
810,2014-03-26,gas_transport,91.13,NUL,NUL,NUL
811,2014-03-27,grocery_pos,117.88,NUL,NUL,NUL
812,2014-03-28,gas_transport,69.04,NUL,NUL,NUL
813,2014-03-28,kids_pets,43.32,NUL,NUL,NUL
814,2014-03-28,pharmacy,6.38,NUL,NUL,NUL
815,2014-03-28,gas_transport,60.73,NUL,NUL,NUL
816,2014-03-29,shopping_net,46.27,NUL,NUL,NUL
817,2014-03-29,personal_care,10.11,NUL,NUL,NUL
818,2014-03-31,food_dining,47.41,NUL,NUL,NUL
819,2014-03-31,kids_pets,10.66,NUL,NUL,NUL
820,2014-04-02,misc_net,0.71,NUL,NUL,NUL
821,2014-04-02,entertainment,5.7,NUL,NUL,NUL
822,2014-04-02,shopping_pos,0.66,NUL,NUL,NUL
823,2014-04-03,gas_transport,47.57,NUL,NUL,NUL
824,2014-04-03,health_fitness,7.27,NUL,NUL,NUL
825,2014-04-04,utilities,70.7,NUL,NUL,NUL
826,2014-04-04,misc_net,592.52,NUL,NUL,NUL
827,2014-04-04,grocery_pos,48.34,NUL,NUL,NUL
828,2014-04-05,kids_pets,99.23,NUL,NUL,NUL
829,2014-04-05,utilities,91.21,NUL,NUL,NUL
830,2014-04-05,pharmacy,5.56,NUL,NUL,NUL
831,2014-04-05,health_fitness,4.87,NUL,NUL,NUL
832,2014-04-06,misc_pos,3.68,NUL,NUL,NUL
833,2014-04-08,shopping_net,4.3,NUL,NUL,NUL
834,2014-04-08,personal_care,1.2,NUL,NUL,NUL
835,2014-04-09,pharmacy,2.16,NUL,NUL,NUL
836,2014-04-09,misc_net,2.94,NUL,NUL,NUL
837,2014-04-10,gas_transport,49.74,NUL,NUL,NUL
838,2014-04-11,pharmacy,1.76,NUL,NUL,NUL
839,2014-04-11,personal_care,0.92,NUL,NUL,NUL
840,2014-04-11,personal_care,3.18,NUL,NUL,NUL
841,2014-04-12,shopping_pos,331.65,3.0,2014-04-19,1.0
842,2014-04-12,shopping_pos,0.48,NUL,NUL,NUL
843,2014-04-13,kids_pets,29.06,NUL,NUL,NUL
844,2014-04-13,shopping_net,1300.59,NUL,NUL,NUL
845,2014-04-13,home,9.88,NUL,NUL,NUL
846,2014-04-15,health_fitness,15.38,NUL,NUL,NUL
847,2014-04-16,pharmacy,19.25,NUL,NUL,NUL
848,2014-04-16,gas_transport,70.24,NUL,NUL,NUL
849,2014-04-16,grocery_net,13.85,NUL,NUL,NUL
850,2014-04-17,grocery_net,23.36,NUL,NUL,NUL
851,2014-04-18,shopping_pos,140.08,NUL,NUL,NUL
852,2014-04-18,gas_transport,75.01,NUL,NUL,NUL
853,2014-04-19,personal_care,17.24,NUL,NUL,NUL
854,2014-04-19,misc_pos,0.78,NUL,NUL,NUL
855,2014-04-19,utilities,47.49,NUL,NUL,NUL
856,2014-04-20,misc_net,1180.07,NUL,NUL,NUL
857,2014-04-20,personal_care,2.09,NUL,NUL,NUL
858,2014-04-20,utilities,46.07,NUL,NUL,NUL
859,2014-04-23,kids_pets,4.48,NUL,NUL,NUL
860,2014-04-23,health_fitness,11.33,NUL,NUL,NUL
861,2014-04-23,gas_transport,39.19,NUL,NUL,NUL
862,2014-04-24,shopping_net,0.87,NUL,NUL,NUL
863,2014-04-25,utilities,63.9,NUL,NUL,NUL
864,2014-04-25,misc_net,934.19,NUL,NUL,NUL
865,2014-04-26,pharmacy,59.6,NUL,NUL,NUL
866,2014-04-26,kids_pets,29.11,NUL,NUL,NUL
867,2014-04-26,health_fitness,12.02,NUL,NUL,NUL
868,2014-04-26,gas_transport,97.59,NUL,NUL,NUL
869,2014-04-26,personal_care,38.35,NUL,NUL,NUL
870,2014-04-30,misc_net,0.3,NUL,NUL,NUL
871,2014-05-01,entertainment,16.06,NUL,NUL,NUL
872,2014-05-02,health_fitness,19.79,NUL,NUL,NUL
873,2014-05-02,kids_pets,81.35,NUL,NUL,NUL
874,2014-05-02,food_dining,10.8,NUL,NUL,NUL
875,2014-05-02,utilities,41.63,NUL,NUL,NUL
876,2014-05-02,shopping_pos,0.76,NUL,NUL,NUL
877,2014-05-02,utilities,52.64,NUL,NUL,NUL
878,2014-05-03,shopping_pos,24.0,NUL,NUL,NUL
879,2014-05-03,health_fitness,7.14,NUL,NUL,NUL
880,2014-05-03,entertainment,10.92,NUL,NUL,NUL
881,2014-05-03,personal_care,1.35,NUL,NUL,NUL
882,2014-05-03,pharmacy,36.21,NUL,NUL,NUL
883,2014-05-05,shopping_net,382.29,NUL,NUL,NUL
884,2014-05-05,misc_net,0.58,NUL,NUL,NUL
885,2014-05-05,grocery_net,32.2,NUL,NUL,NUL
886,2014-05-06,gas_transport,52.17,NUL,NUL,NUL
887,2014-05-07,entertainment,30.78,NUL,NUL,NUL
888,2014-05-08,personal_care,1.6,NUL,NUL,NUL
889,2014-05-08,gas_transport,58.5,NUL,NUL,NUL
890,2014-05-08,health_fitness,18.36,NUL,NUL,NUL
891,2014-05-08,personal_care,12.96,NUL,NUL,NUL
892,2014-05-09,gas_transport,51.96,NUL,NUL,NUL
893,2014-05-10,pharmacy,9.36,NUL,NUL,NUL
894,2014-05-10,health_fitness,6.36,NUL,NUL,NUL
895,2014-05-10,gas_transport,63.03,NUL,NUL,NUL
896,2014-05-10,misc_net,3.46,NUL,NUL,NUL
897,2014-05-11,entertainment,9.04,NUL,NUL,NUL
898,2014-05-11,shopping_net,1184.83,NUL,NUL,NUL
899,2014-05-11,entertainment,68.36,NUL,NUL,NUL
900,2014-05-11,utilities,29.02,NUL,NUL,NUL
901,2014-05-11,personal_care,10.14,NUL,NUL,NUL
902,2014-05-11,health_fitness,1.12,NUL,NUL,NUL
903,2014-05-12,kids_pets,5.37,NUL,NUL,NUL
904,2014-05-12,misc_net,36.97,NUL,NUL,NUL
905,2014-05-12,kids_pets,35.44,NUL,NUL,NUL
906,2014-05-12,pharmacy,2.57,NUL,NUL,NUL
907,2014-05-13,pharmacy,4.23,NUL,NUL,NUL
908,2014-05-15,grocery_pos,10.88,NUL,NUL,NUL
909,2014-05-16,gas_transport,44.42,NUL,NUL,NUL
